Brand,theaterName,theaterNum,movieTitle,movieRunTime,movieDate,movieStartTime,theaterSeatCnt
megabox,강남대로&#40;씨티&#41;,1관,30일,119분,20231020,16:45,212석
megabox,강남대로&#40;씨티&#41;,1관,30일,119분,20231020,19:10,222석
megabox,강남대로&#40;씨티&#41;,2관,30일,119분,20231020,21:10,228석
megabox,강남대로&#40;씨티&#41;,1관,괴담만찬,117분,20231020,21:35,230석
megabox,강남대로&#40;씨티&#41;,2관,블루 자이언트,120분,20231020,18:45,229석
megabox,강동,1관,30일,119분,20231020,16:40,242석
megabox,강동,1관,30일,119분,20231020,19:05,242석
megabox,강동,1관,30일,119분,20231020,21:30,249석
megabox,강동,9관,플라워 킬링 문,206분,20231020,20:00,54석
megabox,강동,4관,화란,124분,20231020,18:35,249석
megabox,강동,4관,화란,124분,20231020,21:10,249석
megabox,강동,2관,괴담만찬,117분,20231020,18:25,246석
megabox,강동,2관,괴담만찬,117분,20231020,21:00,249석
megabox,강동,3관,블루 자이언트,120분,20231020,18:55,249석
megabox,강동,3관,블루 자이언트,120분,20231020,21:25,249석
megabox,강동,5관,익스펜더블 4,103분,20231020,21:00,74석
megabox,강동,5관,&#40;DAY 2&#41; 극장판 아이돌리쉬 세븐; LIVE 4bit BEYOND THE PERiOD,94분,20231020,19:00,72석
megabox,강동,9관,나의 행복한 결혼,113분,20231020,17:40,61석
megabox,강동,5관,&#40;DAY 1&#41; 극장판 아이돌리쉬 세븐; LIVE 4bit BEYOND THE PERiOD,93분,20231020,17:00,73석
megabox,강동,8관,엑소시스트: 믿는 자,111분,20231020,16:35,53석
megabox,강동,8관,엑소시스트: 믿는 자,111분,20231020,21:30,55석
megabox,강동,8관,더 퍼스트 슬램덩크,125분,20231020,18:55,48석
megabox,강동,3관,천박사 퇴마 연구소: 설경의 비밀,98분,20231020,16:50,248석
megabox,강동,7관,천박사 퇴마 연구소: 설경의 비밀,98분,20231020,19:30,73석
megabox,강동,7관,천박사 퇴마 연구소: 설경의 비밀,98분,20231020,21:40,72석
megabox,강동,7관,[러닝메이트특가] 1947 보스톤,108분,20231020,17:10,74석
megabox,강동,10관,[거미집들이특가] 거미집,132분,20231020,19:00,35석
megabox,강동,6관,더 넌 2,109분,20231020,21:20,53석
megabox,강동,6관,오펜하이머,180분,20231020,17:50,53석
megabox,강동,10관,[해외초청기념특가] 잠,94분,20231020,16:55,35석
megabox,강동,10관,[해외초청기념특가] 잠,94분,20231020,21:40,35석
megabox,군자,7관,30일,119분,20231020,16:35,136석
megabox,군자,7관,30일,119분,20231020,21:10,142석
megabox,군자,5관,플라워 킬링 문,206분,20231020,20:10,128석
megabox,군자,6관,화란,124분,20231020,17:05,88석
megabox,군자,6관,화란,124분,20231020,21:40,83석
megabox,군자,3관,괴담만찬,117분,20231020,16:45,140석
megabox,군자,3관,괴담만찬,117분,20231020,19:15,138석
megabox,군자,3관,괴담만찬,117분,20231020,21:50,138석
megabox,군자,1관,블루 자이언트,120분,20231020,18:25,140석
megabox,군자,1관,블루 자이언트,120분,20231020,21:00,142석
megabox,군자,10관,익스펜더블 4,103분,20231020,17:15,86석
megabox,군자,10관,익스펜더블 4,103분,20231020,22:00,86석
megabox,군자,9관,&#40;DAY 2&#41; 극장판 아이돌리쉬 세븐; LIVE 4bit BEYOND THE PERiOD,94분,20231020,20:40,137석
megabox,군자,4관,나의 행복한 결혼,113분,20231020,18:55,83석
megabox,군자,9관,&#40;DAY 1&#41; 극장판 아이돌리쉬 세븐; LIVE 4bit BEYOND THE PERiOD,93분,20231020,18:35,142석
